ArchiveDate,Adult_Child,HospitalName,0-6 Months,6-12 Months,12-18 Months,18 Months +,Total,source_file
27/01/2022,Adult,Naas General Hospital,166,31,13,16,227,OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,National Orthopaedic Hospital Cappagh,"1,281",195,23,20,"1,519",OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,Nenagh Hospital,272,48,43,172,535,OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,Our Lady of Lourdes Hospital Drogheda,663,198,40,4,906,OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,Our Lady's Hospital Navan,783,184,59,47,"1,074",OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,Portiuncula University Hospital,389,95,29,9,523,OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,Roscommon University Hospital,414,172,65,102,753,OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,Royal Victoria Eye and Ear Hospital,"1,525",195,88,64,"1,872",OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,Sligo University Hospital,"1,712",516,322,268,"2,819",OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,South Infirmary Victoria University Hospital,"1,717",424,212,85,"2,437",OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,St. Columcille's Hospital,552,170,34,22,779,OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,St. James's Hospital,"2,685","1,091",564,"1,357","5,697",OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,St. John's Hospital Limerick,649,216,208,255,"1,328",OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,St. Luke's General Hospital Kilkenny,351,191,59,65,667,OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,St. Michael's Hospital,599,146,44,39,829,OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,St. Vincent's University Hospital,"2,047",596,326,337,"3,306",OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,Tallaght University Hospital,"2,020",578,193,342,"3,132",OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,Tipperary University Hospital,170,46,2,0,219,OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,University Hospital Kerry,329,165,81,76,652,OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,University Hospital Limerick,"1,167",342,167,223,"1,900",OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,University Hospital Waterford,"2,458",580,353,977,"4,368",OpenData_IPDCNational01_2022.csv
27/01/2022,Adult,Wexford General Hospital,687,211,73,31,"1,003",OpenData_IPDCNational01_2022.csv
27/01/2022,Child,Beaumont Hospital,15,15,2,0,32,OpenData_IPDCNational01_2022.csv
27/01/2022,Child,Cavan General Hospital,74,14,34,91,213,OpenData_IPDCNational01_2022.csv
27/01/2022,Child,Children's Health Ireland,"2,653","1,306",734,"1,138","5,830",OpenData_IPDCNational01_2022.csv
27/01/2022,Child,Cork University Hospital,39,16,13,15,83,OpenData_IPDCNational01_2022.csv
27/01/2022,Child,Galway University Hospitals,190,70,42,71,373,OpenData_IPDCNational01_2022.csv
27/01/2022,Child,Letterkenny University Hospital,30,9,14,23,77,OpenData_IPDCNational01_2022.csv
27/01/2022,Child,Mayo University Hospital,9,6,2,6,22,OpenData_IPDCNational01_2022.csv
27/01/2022,Child,Mercy University Hospital,86,15,9,4,114,OpenData_IPDCNational01_2022.csv
27/01/2022,Child,Midland Regional Hospital Mullingar,41,13,0,0,53,OpenData_IPDCNational01_2022.csv
27/01/2022,Child,Midland Regional Hospital Tullamore,156,6,0,0,161,OpenData_IPDCNational01_2022.csv
27/01/2022,Child,National Orthopaedic Hospital Cappagh,178,41,15,19,253,OpenData_IPDCNational01_2022.csv
27/01/2022,Child,Nenagh Hospital,25,6,0,0,30,OpenData_IPDCNational01_2022.csv
27/01/2022,Child,Our Lady of Lourdes Hospital Drogheda,77,7,4,2,90,OpenData_IPDCNational01_2022.csv
27/01/2022,Child,Portiuncula University Hospital,28,6,4,2,40,OpenData_IPDCNational01_2022.csv
27/01/2022,Child,Royal Victoria Eye and Ear Hospital,48,6,4,9,66,OpenData_IPDCNational01_2022.csv
27/01/2022,Child,Sligo University Hospital,77,23,13,13,126,OpenData_IPDCNational01_2022.csv
27/01/2022,Child,Small Volume Hospitals,37,2,6,4,48,OpenData_IPDCNational01_2022.csv
27/01/2022,Child,South Infirmary Victoria University Hospital,93,15,2,5,115,OpenData_IPDCNational01_2022.csv
27/01/2022,Child,University Hospital Kerry,23,7,4,2,36,OpenData_IPDCNational01_2022.csv
27/01/2022,Child,University Hospital Limerick,87,35,15,30,166,OpenData_IPDCNational01_2022.csv
27/01/2022,Child,University Hospital Waterford,89,9,2,14,114,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Bantry General Hospital,60,21,2,4,87,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Beaumont Hospital,"4,126","1,156",76,61,"5,419",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Cavan General Hospital,341,5,0,0,346,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Connolly Hospital Blanchardstown,982,124,2,2,"1,110",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Coombe Women and Infants University Hospital,173,66,22,2,263,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Cork University Hospital,784,211,145,218,"1,358",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Cork University Maternity Hospital,230,63,51,56,400,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Croom Orthopaedic Hospital,426,156,53,28,663,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Ennis Hospital,177,40,10,6,234,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Galway University Hospitals,"4,327","1,679",988,"2,031","9,025",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Kilcreene Regional Orthopaedic Hospital,381,18,4,2,405,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Letterkenny University Hospital,"1,272",406,329,658,"2,666",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Louth County Hospital,433,47,10,2,493,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Mallow General Hospital,150,25,15,15,206,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Mater Misericordiae University Hospital,"3,670",944,371,971,"5,956",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Mayo University Hospital,713,190,109,316,"1,329",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Mercy University Hospital,778,215,106,228,"1,327",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Midland Regional Hospital Mullingar,528,319,104,62,"1,014",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Midland Regional Hospital Portlaoise,175,110,69,93,447,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Midland Regional Hospital Tullamore,686,228,71,167,"1,153",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Naas General Hospital,167,24,11,11,213,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,National Orthopaedic Hospital Cappagh,"1,362",156,22,20,"1,560",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Nenagh Hospital,266,53,41,100,460,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Our Lady of Lourdes Hospital Drogheda,651,216,54,9,931,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Our Lady's Hospital Navan,808,231,47,38,"1,124",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Portiuncula University Hospital,432,115,30,37,614,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Roscommon University Hospital,401,152,71,112,736,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Royal Victoria Eye and Ear Hospital,"1,242",167,75,53,"1,537",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Sligo University Hospital,"1,723",595,315,293,"2,927",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,South Infirmary Victoria University Hospital,"1,725",390,224,87,"2,426",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,St. Columcille's Hospital,551,177,33,23,785,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,St. James's Hospital,"2,701","1,023",558,"1,359","5,641",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,St. John's Hospital Limerick,602,220,194,254,"1,271",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,St. Luke's General Hospital Kilkenny,333,180,48,46,608,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,St. Michael's Hospital,585,158,49,35,828,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,St. Vincent's University Hospital,"2,138",593,339,344,"3,415",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Tallaght University Hospital,"2,206",539,177,354,"3,275",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Tipperary University Hospital,107,18,2,0,127,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,University Hospital Kerry,305,152,86,89,633,OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,University Hospital Limerick,"1,260",341,175,199,"1,976",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,University Hospital Waterford,"2,601",617,311,980,"4,509",OpenData_IPDCNational01_2022.csv
24/02/2022,Adult,Wexford General Hospital,601,235,55,25,916,OpenData_IPDCNational01_2022.csv
24/02/2022,Child,Beaumont Hospital,12,12,2,0,26,OpenData_IPDCNational01_2022.csv
24/02/2022,Child,Cavan General Hospital,19,2,0,0,21,OpenData_IPDCNational01_2022.csv
24/02/2022,Child,Children's Health Ireland,"2,713","1,306",766,"1,143","5,927",OpenData_IPDCNational01_2022.csv
24/02/2022,Child,Cork University Hospital,78,15,11,15,119,OpenData_IPDCNational01_2022.csv
24/02/2022,Child,Galway University Hospitals,211,78,44,73,406,OpenData_IPDCNational01_2022.csv
24/02/2022,Child,Letterkenny University Hospital,37,7,7,26,77,OpenData_IPDCNational01_2022.csv
24/02/2022,Child,Mercy University Hospital,93,25,9,4,130,OpenData_IPDCNational01_2022.csv
24/02/2022,Child,Midland Regional Hospital Mullingar,25,15,0,0,40,OpenData_IPDCNational01_2022.csv
24/02/2022,Child,Midland Regional Hospital Tullamore,138,4,0,0,142,OpenData_IPDCNational01_2022.csv
24/02/2022,Child,National Orthopaedic Hospital Cappagh,186,46,14,22,268,OpenData_IPDCNational01_2022.csv
24/02/2022,Child,Our Lady of Lourdes Hospital Drogheda,78,16,7,2,103,OpenData_IPDCNational01_2022.csv
24/02/2022,Child,Portiuncula University Hospital,33,5,2,0,40,OpenData_IPDCNational01_2022.csv
24/02/2022,Child,Royal Victoria Eye and Ear Hospital,40,5,5,7,58,OpenData_IPDCNational01_2022.csv
24/02/2022,Child,Sligo University Hospital,101,25,9,15,150,OpenData_IPDCNational01_2022.csv
24/02/2022,Child,Small Volume Hospitals,59,6,2,4,70,OpenData_IPDCNational01_2022.csv
24/02/2022,Child,South Infirmary Victoria University Hospital,76,18,2,2,97,OpenData_IPDCNational01_2022.csv
24/02/2022,Child,University Hospital Kerry,16,9,2,2,29,OpenData_IPDCNational01_2022.csv
24/02/2022,Child,University Hospital Limerick,88,31,13,17,150,OpenData_IPDCNational01_2022.csv
24/02/2022,Child,University Hospital Waterford,77,9,2,12,101,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Bantry General Hospital,89,25,2,6,122,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Beaumont Hospital,"4,213","1,374",176,85,"5,848",OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Cavan General Hospital,360,31,0,0,391,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Connolly Hospital Blanchardstown,991,146,0,0,"1,137",OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Coombe Women and Infants University Hospital,138,78,14,2,232,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Cork University Hospital,780,233,152,241,"1,406",OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Cork University Maternity Hospital,256,73,40,60,429,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Croom Orthopaedic Hospital,391,160,45,43,639,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Ennis Hospital,198,51,10,4,263,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Galway University Hospitals,"4,336","1,815",951,"2,085","9,187",OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Kilcreene Regional Orthopaedic Hospital,419,18,4,2,443,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Letterkenny University Hospital,"1,278",467,277,711,"2,733",OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Louth County Hospital,382,42,17,2,443,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Mallow General Hospital,137,26,15,18,196,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Mater Misericordiae University Hospital,"3,777","1,027",364,864,"6,032",OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Mayo University Hospital,808,217,104,319,"1,448",OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Mercy University Hospital,688,215,120,193,"1,216",OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Midland Regional Hospital Mullingar,567,285,110,56,"1,018",OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Midland Regional Hospital Portlaoise,167,102,48,75,392,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Midland Regional Hospital Tullamore,820,223,99,171,"1,313",OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Naas General Hospital,205,28,17,12,262,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,National Orthopaedic Hospital Cappagh,"1,326",192,27,19,"1,564",OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Nenagh Hospital,310,46,41,91,488,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Our Lady of Lourdes Hospital Drogheda,563,235,53,14,865,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Our Lady's Hospital Navan,674,181,57,31,943,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Portiuncula University Hospital,456,112,20,35,623,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Roscommon University Hospital,458,161,89,121,829,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Royal Victoria Eye and Ear Hospital,"1,509",188,54,41,"1,792",OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Sligo University Hospital,"1,871",648,321,338,"3,178",OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,South Infirmary Victoria University Hospital,"1,904",441,227,113,"2,685",OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,St. Columcille's Hospital,603,152,45,22,822,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,St. James's Hospital,"2,801","1,138",571,"1,459","5,969",OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,St. John's Hospital Limerick,602,223,171,244,"1,240",OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,St. Luke's General Hospital Kilkenny,360,163,47,52,622,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,St. Michael's Hospital,632,165,54,36,887,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,St. Vincent's University Hospital,"2,315",552,316,353,"3,536",OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Tallaght University Hospital,"2,123",448,138,284,"2,993",OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Tipperary University Hospital,116,10,0,0,126,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,University Hospital Kerry,298,160,87,77,622,OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,University Hospital Limerick,"1,259",410,184,181,"2,034",OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,University Hospital Waterford,"2,632",614,317,957,"4,520",OpenData_IPDCNational01_2022.csv
31/03/2022,Adult,Wexford General Hospital,595,282,59,33,969,OpenData_IPDCNational01_2022.csv
31/03/2022,Child,Beaumont Hospital,10,11,2,0,23,OpenData_IPDCNational01_2022.csv
31/03/2022,Child,Cavan General Hospital,25,2,0,0,27,OpenData_IPDCNational01_2022.csv
31/03/2022,Child,Children's Health Ireland,"2,506","1,365",806,"1,144","5,820",OpenData_IPDCNational01_2022.csv
31/03/2022,Child,Cork University Hospital,77,27,10,16,130,OpenData_IPDCNational01_2022.csv
31/03/2022,Child,Galway University Hospitals,214,79,46,71,411,OpenData_IPDCNational01_2022.csv
31/03/2022,Child,Letterkenny University Hospital,34,20,8,26,88,OpenData_IPDCNational01_2022.csv
31/03/2022,Child,Mercy University Hospital,84,19,8,4,115,OpenData_IPDCNational01_2022.csv
31/03/2022,Child,Midland Regional Hospital Mullingar,20,14,4,0,38,OpenData_IPDCNational01_2022.csv
31/03/2022,Child,Midland Regional Hospital Tullamore,132,8,0,0,140,OpenData_IPDCNational01_2022.csv
31/03/2022,Child,National Orthopaedic Hospital Cappagh,238,46,15,22,321,OpenData_IPDCNational01_2022.csv
31/03/2022,Child,Nenagh Hospital,18,2,2,2,24,OpenData_IPDCNational01_2022.csv
31/03/2022,Child,Our Lady of Lourdes Hospital Drogheda,65,22,8,2,97,OpenData_IPDCNational01_2022.csv
31/03/2022,Child,Portiuncula University Hospital,44,5,2,0,51,OpenData_IPDCNational01_2022.csv
31/03/2022,Child,Royal Victoria Eye and Ear Hospital,50,6,4,6,66,OpenData_IPDCNational01_2022.csv
31/03/2022,Child,Sligo University Hospital,134,21,12,17,184,OpenData_IPDCNational01_2022.csv
31/03/2022,Child,Small Volume Hospitals,60,6,2,4,72,OpenData_IPDCNational01_2022.csv
31/03/2022,Child,South Infirmary Victoria University Hospital,100,21,4,4,129,OpenData_IPDCNational01_2022.csv
31/03/2022,Child,University Hospital Kerry,23,6,0,2,31,OpenData_IPDCNational01_2022.csv
31/03/2022,Child,University Hospital Limerick,75,33,12,20,140,OpenData_IPDCNational01_2022.csv
31/03/2022,Child,University Hospital Waterford,76,14,4,12,106,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Bantry General Hospital,116,30,4,6,156,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Beaumont Hospital,"3,982","1,418",237,105,"5,742",OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Cavan General Hospital,360,45,0,0,405,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Connolly Hospital Blanchardstown,"1,030",207,2,0,"1,239",OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Coombe Women and Infants University Hospital,150,78,22,0,250,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Cork University Hospital,799,255,142,249,"1,445",OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Cork University Maternity Hospital,274,67,58,57,456,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Croom Orthopaedic Hospital,338,118,73,68,597,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Ennis Hospital,194,38,0,2,234,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Galway University Hospitals,"4,266","1,909",861,"2,082","9,118",OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Kilcreene Regional Orthopaedic Hospital,433,15,0,0,448,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Letterkenny University Hospital,"1,302",412,235,729,"2,678",OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Louth County Hospital,403,45,17,4,469,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Mallow General Hospital,123,21,12,20,176,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Mater Misericordiae University Hospital,"3,679","1,250",391,794,"6,114",OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Mayo University Hospital,783,221,104,316,"1,424",OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Mercy University Hospital,646,238,126,183,"1,193",OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Midland Regional Hospital Mullingar,472,325,99,47,943,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Midland Regional Hospital Portlaoise,220,106,48,75,449,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Midland Regional Hospital Tullamore,778,247,130,184,"1,339",OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Naas General Hospital,203,22,13,12,250,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,National Orthopaedic Hospital Cappagh,"1,353",213,37,23,"1,626",OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Nenagh Hospital,240,66,22,41,369,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Our Lady of Lourdes Hospital Drogheda,529,233,57,10,829,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Our Lady's Hospital Navan,639,172,49,57,917,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Portiuncula University Hospital,391,100,14,21,526,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Roscommon University Hospital,440,141,81,110,772,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Royal Victoria Eye and Ear Hospital,"1,462",162,45,47,"1,716",OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Sligo University Hospital,"1,917",652,350,357,"3,276",OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,South Infirmary Victoria University Hospital,"1,918",516,218,127,"2,779",OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,St. Columcille's Hospital,611,138,43,26,818,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,St. James's Hospital,"2,549","1,109",545,"1,389","5,592",OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,St. John's Hospital Limerick,599,243,150,233,"1,225",OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,St. Luke's General Hospital Kilkenny,363,160,51,54,628,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,St. Michael's Hospital,635,153,39,27,854,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,St. Vincent's University Hospital,"2,284",592,311,359,"3,546",OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Tallaght University Hospital,"2,207",478,131,284,"3,100",OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Tipperary University Hospital,111,12,0,0,123,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,University Hospital Kerry,240,131,74,75,520,OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,University Hospital Limerick,"1,172",460,173,181,"1,986",OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,University Hospital Waterford,"2,669",668,310,962,"4,609",OpenData_IPDCNational01_2022.csv
28/04/2022,Adult,Wexford General Hospital,612,310,59,38,"1,019",OpenData_IPDCNational01_2022.csv
28/04/2022,Child,Beaumont Hospital,10,10,6,0,25,OpenData_IPDCNational01_2022.csv
28/04/2022,Child,Cavan General Hospital,19,2,0,0,21,OpenData_IPDCNational01_2022.csv
28/04/2022,Child,Children's Health Ireland,"2,413","1,418",861,"1,164","5,856",OpenData_IPDCNational01_2022.csv
28/04/2022,Child,Cork University Hospital,73,24,8,18,122,OpenData_IPDCNational01_2022.csv
28/04/2022,Child,Galway University Hospitals,198,81,34,74,387,OpenData_IPDCNational01_2022.csv
28/04/2022,Child,Letterkenny University Hospital,35,17,8,26,85,OpenData_IPDCNational01_2022.csv
28/04/2022,Child,Mercy University Hospital,69,30,18,2,118,OpenData_IPDCNational01_2022.csv
28/04/2022,Child,Midland Regional Hospital Mullingar,18,13,4,0,34,OpenData_IPDCNational01_2022.csv
28/04/2022,Child,Midland Regional Hospital Tullamore,123,6,0,0,129,OpenData_IPDCNational01_2022.csv
28/04/2022,Child,National Orthopaedic Hospital Cappagh,258,42,12,18,330,OpenData_IPDCNational01_2022.csv
28/04/2022,Child,Nenagh Hospital,20,4,2,0,25,OpenData_IPDCNational01_2022.csv
28/04/2022,Child,Our Lady of Lourdes Hospital Drogheda,55,24,8,4,91,OpenData_IPDCNational01_2022.csv
28/04/2022,Child,Portiuncula University Hospital,32,4,0,0,36,OpenData_IPDCNational01_2022.csv
28/04/2022,Child,Royal Victoria Eye and Ear Hospital,60,11,2,4,76,OpenData_IPDCNational01_2022.csv
28/04/2022,Child,Sligo University Hospital,148,15,6,19,187,OpenData_IPDCNational01_2022.csv
28/04/2022,Child,Small Volume Hospitals,62,6,2,4,72,OpenData_IPDCNational01_2022.csv
28/04/2022,Child,South Infirmary Victoria University Hospital,95,24,4,6,129,OpenData_IPDCNational01_2022.csv
28/04/2022,Child,University Hospital Kerry,25,10,0,2,37,OpenData_IPDCNational01_2022.csv
28/04/2022,Child,University Hospital Limerick,67,34,10,14,124,OpenData_IPDCNational01_2022.csv
28/04/2022,Child,University Hospital Waterford,77,10,8,11,105,OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Bantry General Hospital,100,33,4,4,141,OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Beaumont Hospital,"3,847","1,521",343,93,"5,804",OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Cavan General Hospital,355,28,0,0,384,OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Connolly Hospital Blanchardstown,"1,109",249,10,0,"1,368",OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Coombe Women and Infants University Hospital,171,64,30,2,267,OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Cork University Hospital,859,260,118,245,"1,481",OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Cork University Maternity Hospital,319,72,54,55,500,OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Croom Orthopaedic Hospital,326,256,51,53,686,OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Ennis Hospital,224,31,2,4,262,OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Galway University Hospitals,"4,502","1,953",796,"2,075","9,326",OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Kilcreene Regional Orthopaedic Hospital,419,24,0,0,443,OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Letterkenny University Hospital,"1,200",414,174,714,"2,502",OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Louth County Hospital,427,55,18,4,504,OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Mallow General Hospital,93,22,10,23,148,OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Mater Misericordiae University Hospital,"3,697","1,320",432,794,"6,242",OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Mayo University Hospital,766,232,85,303,"1,387",OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Mercy University Hospital,518,222,111,154,"1,005",OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Midland Regional Hospital Mullingar,470,344,98,41,953,OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Midland Regional Hospital Portlaoise,190,74,39,53,357,OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Midland Regional Hospital Tullamore,648,173,122,139,"1,083",OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Naas General Hospital,162,20,4,8,194,OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,National Orthopaedic Hospital Cappagh,"1,408",242,32,26,"1,708",OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Nenagh Hospital,250,74,30,9,364,OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Our Lady of Lourdes Hospital Drogheda,510,254,64,18,847,OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Our Lady's Hospital Navan,686,164,41,50,942,OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Portiuncula University Hospital,410,134,21,24,590,OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Roscommon University Hospital,457,171,81,92,801,OpenData_IPDCNational01_2022.csv
26/05/2022,Adult,Royal Victoria Eye and Ear Hospital,"1,646",167,34,44,"1,891",OpenData_IPDCNational01_2022.csv
